Id,Id2,County,State,Population Estimate 2018
0500000US17017,17017,Cass,Illinois,12260
0500000US17019,17019,Champaign,Illinois,209983
0500000US17021,17021,Christian,Illinois,32661
0500000US17023,17023,Clark,Illinois,15596
0500000US17025,17025,Clay,Illinois,13253
0500000US17027,17027,Clinton,Illinois,37639
0500000US17029,17029,Coles,Illinois,50885
0500000US17031,17031,Cook,Illinois,5180493
0500000US17033,17033,Crawford,Illinois,18807
0500000US17035,17035,Cumberland,Illinois,10808
0500000US17037,17037,DeKalb,Illinois,104143
0500000US17039,17039,De Witt,Illinois,15769
0500000US17041,17041,Douglas,Illinois,19479
0500000US17043,17043,DuPage,Illinois,928589
0500000US17045,17045,Edgar,Illinois,17360
0500000US17047,17047,Edwards,Illinois,6392
0500000US17049,17049,Effingham,Illinois,34208
0500000US17051,17051,Fayette,Illinois,21416
0500000US17053,17053,Ford,Illinois,13264
0500000US17055,17055,Franklin,Illinois,38701
0500000US17057,17057,Fulton,Illinois,34844
0500000US17059,17059,Gallatin,Illinois,5058
0500000US17061,17061,Greene,Illinois,13044
0500000US17063,17063,Grundy,Illinois,50972
0500000US17065,17065,Hamilton,Illinois,8163
0500000US17067,17067,Hancock,Illinois,17844
0500000US17069,17069,Hardin,Illinois,3910
0500000US17071,17071,Henderson,Illinois,6709
0500000US17073,17073,Henry,Illinois,49090
0500000US17075,17075,Iroquois,Illinois,27604
0500000US17077,17077,Jackson,Illinois,57419
0500000US17079,17079,Jasper,Illinois,9611
0500000US17081,17081,Jefferson,Illinois,37820
0500000US17083,17083,Jersey,Illinois,21847
0500000US17085,17085,Jo Daviess,Illinois,21366
0500000US17087,17087,Johnson,Illinois,12456
0500000US17089,17089,Kane,Illinois,534216
0500000US17091,17091,Kankakee,Illinois,110024
0500000US17093,17093,Kendall,Illinois,127915
0500000US17095,17095,Knox,Illinois,50112
0500000US17097,17097,Lake,Illinois,700832
0500000US17099,17099,LaSalle,Illinois,109430
0500000US17101,17101,Lawrence,Illinois,15765
0500000US17103,17103,Lee,Illinois,34223
0500000US17105,17105,Livingston,Illinois,35761
0500000US17107,17107,Logan,Illinois,28925
0500000US17109,17109,McDonough,Illinois,29955
0500000US17111,17111,McHenry,Illinois,308570
0500000US17113,17113,McLean,Illinois,172828
0500000US17115,17115,Macon,Illinois,104712
0500000US17117,17117,Macoupin,Illinois,45313
0500000US17119,17119,Madison,Illinois,264461
0500000US17121,17121,Marion,Illinois,37620
0500000US17123,17123,Marshall,Illinois,11534
0500000US17125,17125,Mason,Illinois,13565
0500000US17127,17127,Massac,Illinois,14080
0500000US17129,17129,Menard,Illinois,12288
0500000US17131,17131,Mercer,Illinois,15601
0500000US17133,17133,Monroe,Illinois,34335
0500000US17135,17135,Montgomery,Illinois,28601
0500000US17137,17137,Morgan,Illinois,33976
0500000US17139,17139,Moultrie,Illinois,14717
0500000US17141,17141,Ogle,Illinois,50923
0500000US17143,17143,Peoria,Illinois,180621
0500000US17145,17145,Perry,Illinois,21174
0500000US17147,17147,Piatt,Illinois,16396
0500000US17149,17149,Pike,Illinois,15611
0500000US17151,17151,Pope,Illinois,4212
0500000US17153,17153,Pulaski,Illinois,5463
0500000US17155,17155,Putnam,Illinois,5740
0500000US17157,17157,Randolph,Illinois,32106
0500000US17159,17159,Richland,Illinois,15763
0500000US17161,17161,Rock Island,Illinois,143477
0500000US17163,17163,St. Clair,Illinois,261059
0500000US17165,17165,Saline,Illinois,23906
0500000US17167,17167,Sangamon,Illinois,195348
0500000US17169,17169,Schuyler,Illinois,6907
0500000US17171,17171,Scott,Illinois,4926
0500000US17173,17173,Shelby,Illinois,21741
0500000US17175,17175,Stark,Illinois,5427
0500000US17177,17177,Stephenson,Illinois,44753
0500000US17179,17179,Tazewell,Illinois,132328
0500000US17181,17181,Union,Illinois,16841
0500000US17183,17183,Vermilion,Illinois,76806
0500000US17185,17185,Wabash,Illinois,11549
0500000US17187,17187,Warren,Illinois,17032
0500000US17189,17189,Washington,Illinois,13995
0500000US17191,17191,Wayne,Illinois,16332
0500000US17193,17193,White,Illinois,13665
0500000US17195,17195,Whiteside,Illinois,55626
0500000US17197,17197,Will,Illinois,692310
0500000US17199,17199,Williamson,Illinois,67056
0500000US17201,17201,Winnebago,Illinois,284081
0500000US17203,17203,Woodford,Illinois,38463
0500000US18001,18001,Adams,Indiana,35636
0500000US18003,18003,Allen,Indiana,375351
0500000US18005,18005,Bartholomew,Indiana,82753
0500000US18007,18007,Benton,Indiana,8653
0500000US18009,18009,Blackford,Indiana,11930
0500000US18011,18011,Boone,Indiana,66999
0500000US18013,18013,Brown,Indiana,15234
0500000US18015,18015,Carroll,Indiana,20127
0500000US18017,18017,Cass,Indiana,37955
0500000US18019,18019,Clark,Indiana,117360
0500000US18021,18021,Clay,Indiana,26170
0500000US18023,18023,Clinton,Indiana,32250
0500000US18025,18025,Crawford,Indiana,10558
0500000US18027,18027,Daviess,Indiana,33147
0500000US18029,18029,Dearborn,Indiana,49568
0500000US18031,18031,Decatur,Indiana,26794
0500000US18033,18033,DeKalb,Indiana,43226
0500000US18035,18035,Delaware,Indiana,114772
0500000US18037,18037,Dubois,Indiana,42565
0500000US18039,18039,Elkhart,Indiana,205560
0500000US18041,18041,Fayette,Indiana,23047
0500000US18043,18043,Floyd,Indiana,77781
0500000US18045,18045,Fountain,Indiana,16351
0500000US18047,18047,Franklin,Indiana,22736
0500000US18049,18049,Fulton,Indiana,20092
0500000US18051,18051,Gibson,Indiana,33452
0500000US18053,18053,Grant,Indiana,65936
0500000US18055,18055,Greene,Indiana,32006
0500000US18057,18057,Hamilton,Indiana,330086
0500000US18059,18059,Hancock,Indiana,76351
0500000US18061,18061,Harrison,Indiana,40350
0500000US18063,18063,Hendricks,Indiana,167009
0500000US18065,18065,Henry,Indiana,48271
0500000US18067,18067,Howard,Indiana,82366
0500000US18069,18069,Huntington,Indiana,36240
0500000US18071,18071,Jackson,Indiana,44111
0500000US18073,18073,Jasper,Indiana,33370
0500000US18075,18075,Jay,Indiana,20764
0500000US18077,18077,Jefferson,Indiana,32208
0500000US18079,18079,Jennings,Indiana,27611
0500000US18081,18081,Johnson,Indiana,156225
0500000US18083,18083,Knox,Indiana,36895
0500000US18085,18085,Kosciusko,Indiana,79344
0500000US18087,18087,LaGrange,Indiana,39330
0500000US18089,18089,Lake,Indiana,484411
0500000US18091,18091,LaPorte,Indiana,110007
0500000US18093,18093,Lawrence,Indiana,45668
0500000US18095,18095,Madison,Indiana,129641
0500000US18097,18097,Marion,Indiana,954670
0500000US18099,18099,Marshall,Indiana,46248
0500000US18101,18101,Martin,Indiana,10217
0500000US18103,18103,Miami,Indiana,35567
0500000US18105,18105,Monroe,Indiana,146917
0500000US18107,18107,Montgomery,Indiana,38346
0500000US18109,18109,Morgan,Indiana,70116
0500000US18111,18111,Newton,Indiana,14011
0500000US18113,18113,Noble,Indiana,47532
0500000US18115,18115,Ohio,Indiana,5844
0500000US18117,18117,Orange,Indiana,19489
0500000US18119,18119,Owen,Indiana,20845
0500000US18121,18121,Parke,Indiana,16927
0500000US18123,18123,Perry,Indiana,19102
0500000US18125,18125,Pike,Indiana,12410
0500000US18127,18127,Porter,Indiana,169594
0500000US18129,18129,Posey,Indiana,25540
0500000US18131,18131,Pulaski,Indiana,12469
0500000US18133,18133,Putnam,Indiana,37779
0500000US18135,18135,Randolph,Indiana,24851
0500000US18137,18137,Ripley,Indiana,28523
0500000US18139,18139,Rush,Indiana,16663
0500000US18141,18141,St. Joseph,Indiana,270771
0500000US18143,18143,Scott,Indiana,23878
0500000US18145,18145,Shelby,Indiana,44593
0500000US18147,18147,Spencer,Indiana,20327
0500000US18149,18149,Starke,Indiana,22935
0500000US18151,18151,Steuben,Indiana,34586
0500000US18153,18153,Sullivan,Indiana,20690
0500000US18155,18155,Switzerland,Indiana,10717
0500000US18157,18157,Tippecanoe,Indiana,193048
0500000US18159,18159,Tipton,Indiana,15128
0500000US18161,18161,Union,Indiana,7037
0500000US18163,18163,Vanderburgh,Indiana,180974
0500000US18165,18165,Vermillion,Indiana,15479
0500000US18167,18167,Vigo,Indiana,107386
0500000US18169,18169,Wabash,Indiana,31280
0500000US18171,18171,Warren,Indiana,8263
0500000US18173,18173,Warrick,Indiana,62567
0500000US18175,18175,Washington,Indiana,27943
0500000US18177,18177,Wayne,Indiana,65936
0500000US18179,18179,Wells,Indiana,28206
0500000US18181,18181,White,Indiana,24133
0500000US18183,18183,Whitley,Indiana,34074
0500000US19001,19001,Adair,Iowa,7063
0500000US19003,19003,Adams,Iowa,3645
0500000US19005,19005,Allamakee,Iowa,13832
0500000US19007,19007,Appanoose,Iowa,12437
0500000US19009,19009,Audubon,Iowa,5506
0500000US19011,19011,Benton,Iowa,25642
0500000US19013,19013,Black Hawk,Iowa,132408
0500000US19015,19015,Boone,Iowa,26346
0500000US19017,19017,Bremer,Iowa,24947
0500000US19019,19019,Buchanan,Iowa,21199
0500000US19021,19021,Buena Vista,Iowa,19874
0500000US19023,19023,Butler,Iowa,14539
0500000US19025,19025,Calhoun,Iowa,9699
0500000US19027,19027,Carroll,Iowa,20154
0500000US19029,19029,Cass,Iowa,12930
0500000US19031,19031,Cedar,Iowa,18627
0500000US19033,19033,Cerro Gordo,Iowa,42647
0500000US19035,19035,Cherokee,Iowa,11321
0500000US19037,19037,Chickasaw,Iowa,11964
0500000US19039,19039,Clarke,Iowa,9423
0500000US19041,19041,Clay,Iowa,16134
0500000US19043,19043,Clayton,Iowa,17556
0500000US19045,19045,Clinton,Iowa,46518
0500000US19047,19047,Crawford,Iowa,17158
0500000US19049,19049,Dallas,Iowa,90180
0500000US19051,19051,Davis,Iowa,9017
0500000US19053,19053,Decatur,Iowa,7890
0500000US19055,19055,Delaware,Iowa,17069
0500000US19057,19057,Des Moines,Iowa,39138
0500000US19059,19059,Dickinson,Iowa,17153
0500000US19061,19061,Dubuque,Iowa,96854
0500000US19063,19063,Emmet,Iowa,9253
0500000US19065,19065,Fayette,Iowa,19660
0500000US19067,19067,Floyd,Iowa,15761
0500000US19069,19069,Franklin,Iowa,10124
0500000US19071,19071,Fremont,Iowa,6993
0500000US19073,19073,Greene,Iowa,8981
0500000US19075,19075,Grundy,Iowa,12304
0500000US19077,19077,Guthrie,Iowa,10720
0500000US19079,19079,Hamilton,Iowa,14952
0500000US19081,19081,Hancock,Iowa,10712
0500000US19083,19083,Hardin,Iowa,16868
0500000US19085,19085,Harrison,Iowa,14134
0500000US19087,19087,Henry,Iowa,20067
0500000US19089,19089,Howard,Iowa,9187
0500000US19091,19091,Humboldt,Iowa,9547
0500000US19093,19093,Ida,Iowa,6841
0500000US19095,19095,Iowa,Iowa,16141
0500000US19097,19097,Jackson,Iowa,19432
0500000US19099,19099,Jasper,Iowa,37147
0500000US19101,19101,Jefferson,Iowa,18381
0500000US19103,19103,Johnson,Iowa,151260
0500000US19105,19105,Jones,Iowa,20744
0500000US19107,19107,Keokuk,Iowa,10225
0500000US19109,19109,Kossuth,Iowa,14908
0500000US19111,19111,Lee,Iowa,34055
0500000US19113,19113,Linn,Iowa,225909
0500000US19115,19115,Louisa,Iowa,11169
0500000US19117,19117,Lucas,Iowa,8645
0500000US19119,19119,Lyon,Iowa,11811
0500000US19121,19121,Madison,Iowa,16249
0500000US19123,19123,Mahaska,Iowa,22000
0500000US19125,19125,Marion,Iowa,33407
0500000US19127,19127,Marshall,Iowa,39981
0500000US19129,19129,Mills,Iowa,15063
0500000US19131,19131,Mitchell,Iowa,10569
0500000US19133,19133,Monona,Iowa,8679
0500000US19135,19135,Monroe,Iowa,7790
0500000US19137,19137,Montgomery,Iowa,10003
0500000US19139,19139,Muscatine,Iowa,42929
0500000US19141,19141,O'Brien,Iowa,13840
0500000US19143,19143,Osceola,Iowa,6040
0500000US19145,19145,Page,Iowa,15249
0500000US19147,19147,Palo Alto,Iowa,8929
0500000US19149,19149,Plymouth,Iowa,25095
0500000US19151,19151,Pocahontas,Iowa,6740
0500000US19153,19153,Polk,Iowa,487204
0500000US19155,19155,Pottawattamie,Iowa,93533
0500000US19157,19157,Poweshiek,Iowa,18699
0500000US19159,19159,Ringgold,Iowa,4968
0500000US19161,19161,Sac,Iowa,9719
0500000US19163,19163,Scott,Iowa,173283
0500000US19165,19165,Shelby,Iowa,11578
0500000US19167,19167,Sioux,Iowa,34909
0500000US19169,19169,Story,Iowa,98105
0500000US19171,19171,Tama,Iowa,16904
0500000US19173,19173,Taylor,Iowa,6191
0500000US19175,19175,Union,Iowa,12359
0500000US19177,19177,Van Buren,Iowa,7020
0500000US19179,19179,Wapello,Iowa,35205
0500000US19181,19181,Warren,Iowa,51056
0500000US19183,19183,Washington,Iowa,22141
0500000US19185,19185,Wayne,Iowa,6401
0500000US19187,19187,Webster,Iowa,36277
0500000US19189,19189,Winnebago,Iowa,10518
0500000US19191,19191,Winneshiek,Iowa,20029
0500000US19193,19193,Woodbury,Iowa,102539
0500000US19195,19195,Worth,Iowa,7453
0500000US19197,19197,Wright,Iowa,12690
0500000US20001,20001,Allen,Kansas,12444
0500000US20003,20003,Anderson,Kansas,7878
0500000US20005,20005,Atchison,Kansas,16193
0500000US20007,20007,Barber,Kansas,4472
0500000US20009,20009,Barton,Kansas,26111
0500000US20011,20011,Bourbon,Kansas,14653
0500000US20013,20013,Brown,Kansas,9598
0500000US20015,20015,Butler,Kansas,66765
0500000US20017,20017,Chase,Kansas,2629
0500000US20019,20019,Chautauqua,Kansas,3309
0500000US20021,20021,Cherokee,Kansas,20015
0500000US20023,20023,Cheyenne,Kansas,2660
0500000US20025,20025,Clark,Kansas,2005
0500000US20027,20027,Clay,Kansas,7997
0500000US20029,20029,Cloud,Kansas,8729
0500000US20031,20031,Coffey,Kansas,8233
0500000US20033,20033,Comanche,Kansas,1748
0500000US20035,20035,Cowley,Kansas,35218
0500000US20037,20037,Crawford,Kansas,39019
0500000US20039,20039,Decatur,Kansas,2871
0500000US20041,20041,Dickinson,Kansas,18717
0500000US20043,20043,Doniphan,Kansas,7682
0500000US20045,20045,Douglas,Kansas,121436
0500000US20047,20047,Edwards,Kansas,2849
0500000US20049,20049,Elk,Kansas,2508
0500000US20051,20051,Ellis,Kansas,28710
0500000US20053,20053,Ellsworth,Kansas,6196
0500000US20055,20055,Finney,Kansas,36611
0500000US20057,20057,Ford,Kansas,33888
0500000US20059,20059,Franklin,Kansas,25631
0500000US20061,20061,Geary,Kansas,32594
0500000US20063,20063,Gove,Kansas,2612
0500000US20065,20065,Graham,Kansas,2492
0500000US20067,20067,Grant,Kansas,7336
0500000US20069,20069,Gray,Kansas,6033
0500000US20071,20071,Greeley,Kansas,1227
0500000US20073,20073,Greenwood,Kansas,6055
0500000US20075,20075,Hamilton,Kansas,2607
0500000US20077,20077,Harper,Kansas,5506
0500000US20079,20079,Harvey,Kansas,34210
0500000US20081,20081,Haskell,Kansas,3997
0500000US20083,20083,Hodgeman,Kansas,1818
0500000US20085,20085,Jackson,Kansas,13280
0500000US20087,20087,Jefferson,Kansas,18975
0500000US20089,20089,Jewell,Kansas,2841
0500000US20091,20091,Johnson,Kansas,597555
0500000US20093,20093,Kearny,Kansas,3943
0500000US20095,20095,Kingman,Kansas,7310
0500000US20097,20097,Kiowa,Kansas,2516
0500000US20099,20099,Labette,Kansas,19964
0500000US20101,20101,Lane,Kansas,1560
0500000US20103,20103,Leavenworth,Kansas,81352
0500000US20105,20105,Lincoln,Kansas,3023
0500000US20107,20107,Linn,Kansas,9750
0500000US20109,20109,Logan,Kansas,2844
0500000US20111,20111,Lyon,Kansas,33406
0500000US20113,20113,McPherson,Kansas,28537
0500000US20115,20115,Marion,Kansas,11950
0500000US20117,20117,Marshall,Kansas,9722
0500000US20119,20119,Meade,Kansas,4146
0500000US20121,20121,Miami,Kansas,33680
0500000US20123,20123,Mitchell,Kansas,6150
0500000US20125,20125,Montgomery,Kansas,32120
0500000US20127,20127,Morris,Kansas,5521
0500000US20129,20129,Morton,Kansas,2667
0500000US20131,20131,Nemaha,Kansas,10155
0500000US20133,20133,Neosho,Kansas,15951
0500000US20135,20135,Ness,Kansas,2840
0500000US20137,20137,Norton,Kansas,5430
0500000US20139,20139,Osage,Kansas,15941
0500000US20141,20141,Osborne,Kansas,3475
0500000US20143,20143,Ottawa,Kansas,5802
0500000US20145,20145,Pawnee,Kansas,6562
0500000US20147,20147,Phillips,Kansas,5317
0500000US20149,20149,Pottawatomie,Kansas,24277
0500000US20151,20151,Pratt,Kansas,9378
0500000US20153,20153,Rawlins,Kansas,2508
0500000US20155,20155,Reno,Kansas,62342
0500000US20157,20157,Republic,Kansas,4664
0500000US20159,20159,Rice,Kansas,9531
0500000US20161,20161,Riley,Kansas,73703
0500000US20163,20163,Rooks,Kansas,5013
0500000US20165,20165,Rush,Kansas,3093
0500000US20167,20167,Russell,Kansas,6907
0500000US20169,20169,Saline,Kansas,54401
0500000US20171,20171,Scott,Kansas,4897
0500000US20173,20173,Sedgwick,Kansas,513607
0500000US20175,20175,Seward,Kansas,21780
0500000US20177,20177,Shawnee,Kansas,177499
0500000US20179,20179,Sheridan,Kansas,2533
0500000US20181,20181,Sherman,Kansas,5899
0500000US20183,20183,Smith,Kansas,3603
0500000US20185,20185,Stafford,Kansas,4178
0500000US20187,20187,Stanton,Kansas,1987
0500000US20189,20189,Stevens,Kansas,5559
0500000US20191,20191,Sumner,Kansas,22996
0500000US20193,20193,Thomas,Kansas,7711
0500000US20195,20195,Trego,Kansas,2793
0500000US20197,20197,Wabaunsee,Kansas,6899
0500000US20199,20199,Wallace,Kansas,1503
0500000US20201,20201,Washington,Kansas,5420
0500000US20203,20203,Wichita,Kansas,2105
0500000US20205,20205,Wilson,Kansas,8665
0500000US20207,20207,Woodson,Kansas,3183
0500000US20209,20209,Wyandotte,Kansas,165324
0500000US21001,21001,Adair,Kentucky,19215
0500000US21003,21003,Allen,Kentucky,21122
0500000US21005,21005,Anderson,Kentucky,22663
0500000US21007,21007,Ballard,Kentucky,7979
0500000US21009,21009,Barren,Kentucky,44176
0500000US21011,21011,Bath,Kentucky,12383
0500000US21013,21013,Bell,Kentucky,26569
0500000US21015,21015,Boone,Kentucky,131533
0500000US21017,21017,Bourbon,Kentucky,20184
0500000US21019,21019,Boyd,Kentucky,47240
0500000US21021,21021,Boyle,Kentucky,30100
0500000US21023,21023,Bracken,Kentucky,8239
0500000US21025,21025,Breathitt,Kentucky,12726
0500000US21027,21027,Breckinridge,Kentucky,20388
0500000US21029,21029,Bullitt,Kentucky,81069
0500000US21031,21031,Butler,Kentucky,12772
0500000US21033,21033,Caldwell,Kentucky,12715
0500000US21035,21035,Calloway,Kentucky,39135
0500000US21037,21037,Campbell,Kentucky,93152
0500000US21039,21039,Carlisle,Kentucky,4771
0500000US21041,21041,Carroll,Kentucky,10737
0500000US21043,21043,Carter,Kentucky,27004
0500000US21045,21045,Casey,Kentucky,15888
0500000US21047,21047,Christian,Kentucky,71671
0500000US21049,21049,Clark,Kentucky,36249
0500000US21051,21051,Clay,Kentucky,20105
0500000US21053,21053,Clinton,Kentucky,10206
0500000US21055,21055,Crittenden,Kentucky,8915
0500000US21057,21057,Cumberland,Kentucky,6659
0500000US21059,21059,Daviess,Kentucky,101104
0500000US21061,21061,Edmonson,Kentucky,12274
0500000US21063,21063,Elliott,Kentucky,7508
0500000US21065,21065,Estill,Kentucky,14198
0500000US21067,21067,Fayette,Kentucky,323780
0500000US21069,21069,Fleming,Kentucky,14432
0500000US21071,21071,Floyd,Kentucky,35845
0500000US21073,21073,Franklin,Kentucky,50815
0500000US21075,21075,Fulton,Kentucky,6120
0500000US21077,21077,Gallatin,Kentucky,8832
0500000US21079,21079,Garrard,Kentucky,17560
0500000US21081,21081,Grant,Kentucky,25121
0500000US21083,21083,Graves,Kentucky,37317
0500000US21085,21085,Grayson,Kentucky,26321
0500000US21087,21087,Green,Kentucky,11049
0500000US21089,21089,Greenup,Kentucky,35268
0500000US21091,21091,Hancock,Kentucky,8758
0500000US21093,21093,Hardin,Kentucky,110356
0500000US21095,21095,Harlan,Kentucky,26409
0500000US21097,21097,Harrison,Kentucky,18778
0500000US21099,21099,Hart,Kentucky,18906
0500000US21101,21101,Henderson,Kentucky,45591
0500000US21103,21103,Henry,Kentucky,16106
0500000US21105,21105,Hickman,Kentucky,4421
0500000US21107,21107,Hopkins,Kentucky,45068
0500000US21109,21109,Jackson,Kentucky,13442
0500000US21111,21111,Jefferson,Kentucky,770517
0500000US21113,21113,Jessamine,Kentucky,53920
0500000US21115,21115,Johnson,Kentucky,22386
0500000US21117,21117,Kenton,Kentucky,166051
0500000US21119,21119,Knott,Kentucky,15126
0500000US21121,21121,Knox,Kentucky,31304
0500000US21123,21123,Larue,Kentucky,14307
0500000US21125,21125,Laurel,Kentucky,60669
0500000US21127,21127,Lawrence,Kentucky,15571
0500000US21129,21129,Lee,Kentucky,7033
0500000US21131,21131,Leslie,Kentucky,10143
0500000US21133,21133,Letcher,Kentucky,21899
0500000US21135,21135,Lewis,Kentucky,13257
0500000US21137,21137,Lincoln,Kentucky,24644
0500000US21139,21139,Livingston,Kentucky,9242
0500000US21141,21141,Logan,Kentucky,26989
0500000US21143,21143,Lyon,Kentucky,8009
0500000US21145,21145,McCracken,Kentucky,65346
0500000US21147,21147,McCreary,Kentucky,17408
0500000US21149,21149,McLean,Kentucky,9252
0500000US21151,21151,Madison,Kentucky,92368
0500000US21153,21153,Magoffin,Kentucky,12362
0500000US21155,21155,Marion,Kentucky,19404
0500000US21157,21157,Marshall,Kentucky,31191
0500000US21159,21159,Martin,Kentucky,11323
0500000US21161,21161,Mason,Kentucky,17150
0500000US21163,21163,Meade,Kentucky,28715
0500000US21165,21165,Menifee,Kentucky,6451
0500000US21167,21167,Mercer,Kentucky,21774
0500000US21169,21169,Metcalfe,Kentucky,10030
0500000US21171,21171,Monroe,Kentucky,10718
0500000US21173,21173,Montgomery,Kentucky,28203
0500000US21175,21175,Morgan,Kentucky,13345
0500000US21177,21177,Muhlenberg,Kentucky,30774
0500000US21179,21179,Nelson,Kentucky,45851
0500000US21181,21181,Nicholas,Kentucky,7166
0500000US21183,21183,Ohio,Kentucky,24087
0500000US21185,21185,Oldham,Kentucky,66470
0500000US21187,21187,Owen,Kentucky,10880
0500000US21189,21189,Owsley,Kentucky,4472
0500000US21191,21191,Pendleton,Kentucky,14529
0500000US21193,21193,Perry,Kentucky,26092
0500000US21195,21195,Pike,Kentucky,58402
0500000US21197,21197,Powell,Kentucky,12442
0500000US21199,21199,Pulaski,Kentucky,64623
0500000US21201,21201,Robertson,Kentucky,2135
0500000US21203,21203,Rockcastle,Kentucky,16750
0500000US21205,21205,Rowan,Kentucky,24583
0500000US21207,21207,Russell,Kentucky,17821
0500000US21209,21209,Scott,Kentucky,56031
0500000US21211,21211,Shelby,Kentucky,48518
0500000US21213,21213,Simpson,Kentucky,18529
0500000US21215,21215,Spencer,Kentucky,18794
0500000US21217,21217,Taylor,Kentucky,25549
0500000US21219,21219,Todd,Kentucky,12311
0500000US21221,21221,Trigg,Kentucky,14643
0500000US21223,21223,Trimble,Kentucky,8515
0500000US21225,21225,Union,Kentucky,14505
0500000US21227,21227,Warren,Kentucky,131264
0500000US21229,21229,Washington,Kentucky,12084
0500000US21231,21231,Wayne,Kentucky,20468
0500000US21233,21233,Webster,Kentucky,13111
0500000US21235,21235,Whitley,Kentucky,36242
0500000US21237,21237,Wolfe,Kentucky,7177
0500000US21239,21239,Woodford,Kentucky,26533
0500000US22001,22001,Acadia Parish,Louisiana,62190
0500000US22003,22003,Allen Parish,Louisiana,25605
0500000US22005,22005,Ascension Parish,Louisiana,124672
0500000US22007,22007,Assumption Parish,Louisiana,22300
0500000US22009,22009,Avoyelles Parish,Louisiana,40462
0500000US22011,22011,Beauregard Parish,Louisiana,37253
0500000US22013,22013,Bienville Parish,Louisiana,13308
0500000US22015,22015,Bossier Parish,Louisiana,127185
0500000US22017,22017,Caddo Parish,Louisiana,242922
0500000US22019,22019,Calcasieu Parish,Louisiana,203112
0500000US22021,22021,Caldwell Parish,Louisiana,9960
0500000US22023,22023,Cameron Parish,Louisiana,6968
0500000US22025,22025,Catahoula Parish,Louisiana,9608
0500000US22027,22027,Claiborne Parish,Louisiana,15944
0500000US22029,22029,Concordia Parish,Louisiana,19572
0500000US22031,22031,De Soto Parish,Louisiana,27436
0500000US22033,22033,East Baton Rouge Parish,Louisiana,440956
0500000US22035,22035,East Carroll Parish,Louisiana,7037
0500000US22037,22037,East Feliciana Parish,Louisiana,19305
0500000US22039,22039,Evangeline Parish,Louisiana,33443
0500000US22041,22041,Franklin Parish,Louisiana,20156
0500000US22043,22043,Grant Parish,Louisiana,22482
0500000US22045,22045,Iberia Parish,Louisiana,70941
0500000US22047,22047,Iberville Parish,Louisiana,32721
0500000US22049,22049,Jackson Parish,Louisiana,15902
0500000US22051,22051,Jefferson Parish,Louisiana,434051
0500000US22053,22053,Jefferson Davis Parish,Louisiana,31582
0500000US22055,22055,Lafayette Parish,Louisiana,242782
0500000US22057,22057,Lafourche Parish,Louisiana,98115
0500000US22059,22059,LaSalle Parish,Louisiana,14917
0500000US22061,22061,Lincoln Parish,Louisiana,47196
0500000US22063,22063,Livingston Parish,Louisiana,139567
0500000US22065,22065,Madison Parish,Louisiana,11161
0500000US22067,22067,Morehouse Parish,Louisiana,25398
0500000US22069,22069,Natchitoches Parish,Louisiana,38659
0500000US22071,22071,Orleans Parish,Louisiana,391006
0500000US22073,22073,Ouachita Parish,Louisiana,154475
0500000US22075,22075,Plaquemines Parish,Louisiana,23410
0500000US22077,22077,Pointe Coupee Parish,Louisiana,21940
0500000US22079,22079,Rapides Parish,Louisiana,130562
0500000US22081,22081,Red River Parish,Louisiana,8477
0500000US22083,22083,Richland Parish,Louisiana,20192
0500000US22085,22085,Sabine Parish,Louisiana,24032
0500000US22087,22087,St. Bernard Parish,Louisiana,46721
0500000US22089,22089,St. Charles Parish,Louisiana,52879
0500000US22091,22091,St. Helena Parish,Louisiana,10262
0500000US22093,22093,St. James Parish,Louisiana,21037
0500000US22095,22095,St. John the Baptist Parish,Louisiana,43184
0500000US22097,22097,St. Landry Parish,Louisiana,82764
0500000US22099,22099,St. Martin Parish,Louisiana,53621
0500000US22101,22101,St. Mary Parish,Louisiana,49774
0500000US22103,22103,St. Tammany Parish,Louisiana,258111
0500000US22105,22105,Tangipahoa Parish,Louisiana,133777
0500000US22107,22107,Tensas Parish,Louisiana,4462
0500000US22109,22109,Terrebonne Parish,Louisiana,111021
0500000US22111,22111,Union Parish,Louisiana,22330
0500000US22113,22113,Vermilion Parish,Louisiana,59830
0500000US22115,22115,Vernon Parish,Louisiana,48860
0500000US22117,22117,Washington Parish,Louisiana,46582
0500000US22119,22119,Webster Parish,Louisiana,38798
0500000US22121,22121,West Baton Rouge Parish,Louisiana,26427
0500000US22123,22123,West Carroll Parish,Louisiana,10982
0500000US22125,22125,West Feliciana Parish,Louisiana,15460
0500000US22127,22127,Winn Parish,Louisiana,14134
0500000US23001,23001,Androscoggin,Maine,107679
0500000US23003,23003,Aroostook,Maine,67111
0500000US23005,23005,Cumberland,Maine,293557
0500000US23007,23007,Franklin,Maine,29897
0500000US23009,23009,Hancock,Maine,54811
0500000US23011,23011,Kennebec,Maine,122083
0500000US23013,23013,Knox,Maine,39771
0500000US23015,23015,Lincoln,Maine,34342
0500000US23017,23017,Oxford,Maine,57618
0500000US23019,23019,Penobscot,Maine,151096
0500000US23021,23021,Piscataquis,Maine,16800
0500000US23023,23023,Sagadahoc,Maine,35634
0500000US23025,23025,Somerset,Maine,50592
0500000US23027,23027,Waldo,Maine,39694
0500000US23029,23029,Washington,Maine,31490
0500000US23031,23031,York,Maine,206229
